Year,FIPS,Race,AgeGroup,Population
2011,6065,MR NH,65+,2433
2011,6065,NHPI NH,0–18,1819
2011,6065,NHPI NH,19–34,1603
2011,6065,NHPI NH,35–64,2307
2011,6065,NHPI NH,65+,445
2011,6065,White NH,0–18,166410
2011,6065,White NH,19–34,147139
2011,6065,White NH,35–64,364436
2011,6065,White NH,65+,188551
2011,6067,AIAN NH,0–18,1771
2011,6067,AIAN NH,19–34,1804
2011,6067,AIAN NH,35–64,3661
2011,6067,AIAN NH,65+,796
2011,6067,Asian NH,0–18,54361
2011,6067,Asian NH,19–34,51137
2011,6067,Asian NH,35–64,80941
2011,6067,Asian NH,65+,23255
2011,6067,Black NH,0–18,41232
2011,6067,Black NH,19–34,34042
2011,6067,Black NH,35–64,53884
2011,6067,Black NH,65+,11741
2011,6067,Hispanic,0–18,120946
2011,6067,Hispanic,19–34,87133
2011,6067,Hispanic,35–64,97242
2011,6067,Hispanic,65+,15903
2011,6067,MR NH,0–18,30155
2011,6067,MR NH,19–34,15267
2011,6067,MR NH,35–64,15276
2011,6067,MR NH,65+,2458
2011,6067,NHPI NH,0–18,3974
2011,6067,NHPI NH,19–34,4077
2011,6067,NHPI NH,35–64,5399
2011,6067,NHPI NH,65+,921
2011,6067,White NH,0–18,133718
2011,6067,White NH,19–34,141247
2011,6067,White NH,35–64,298227
2011,6067,White NH,65+,108580
2011,6069,AIAN NH,0–18,72
2011,6069,AIAN NH,19–34,39
2011,6069,AIAN NH,35–64,113
2011,6069,AIAN NH,65+,16
2011,6069,Asian NH,0–18,310
2011,6069,Asian NH,19–34,201
2011,6069,Asian NH,35–64,672
2011,6069,Asian NH,65+,180
2011,6069,Black NH,0–18,92
2011,6069,Black NH,19–34,59
2011,6069,Black NH,35–64,183
2011,6069,Black NH,65+,26
2011,6069,Hispanic,0–18,11773
2011,6069,Hispanic,19–34,7696
2011,6069,Hispanic,35–64,10809
2011,6069,Hispanic,65+,2015
2011,6069,MR NH,0–18,388
2011,6069,MR NH,19–34,159
2011,6069,MR NH,35–64,285
2011,6069,MR NH,65+,51
2011,6069,NHPI NH,0–18,11
2011,6069,NHPI NH,19–34,19
2011,6069,NHPI NH,35–64,37
2011,6069,NHPI NH,65+,3
2011,6069,White NH,0–18,4311
2011,6069,White NH,19–34,3203
2011,6069,White NH,35–64,10188
2011,6069,White NH,65+,3353
2011,6071,AIAN NH,0–18,1850
2011,6071,AIAN NH,19–34,2025
2011,6071,AIAN NH,35–64,3879
2011,6071,AIAN NH,65+,1028
2011,6071,Asian NH,0–18,28990
2011,6071,Asian NH,19–34,29315
2011,6071,Asian NH,35–64,58957
2011,6071,Asian NH,65+,14234
2011,6071,Black NH,0–18,52443
2011,6071,Black NH,19–34,41835
2011,6071,Black NH,35–64,65195
2011,6071,Black NH,65+,13646
2011,6071,Hispanic,0–18,389802
2011,6071,Hispanic,19–34,265966
2011,6071,Hispanic,35–64,327337
2011,6071,Hispanic,65+,51480
2011,6071,MR NH,0–18,20608
2011,6071,MR NH,19–34,10272
2011,6071,MR NH,35–64,10774
2011,6071,MR NH,65+,2101
2011,6071,NHPI NH,0–18,1991
2011,6071,NHPI NH,19–34,1619
2011,6071,NHPI NH,35–64,2182
2011,6071,NHPI NH,65+,345
2011,6071,White NH,0–18,135153
2011,6071,White NH,19–34,137321
2011,6071,White NH,35–64,291365
2011,6071,White NH,65+,104573
2011,6073,AIAN NH,0–18,3429
2011,6073,AIAN NH,19–34,4097
2011,6073,AIAN NH,35–64,5489
2011,6073,AIAN NH,65+,1347
2011,6073,Asian NH,0–18,69000
2011,6073,Asian NH,19–34,91638
2011,6073,Asian NH,35–64,141290
2011,6073,Asian NH,65+,37629
2011,6073,Black NH,0–18,36888
2011,6073,Black NH,19–34,42450
2011,6073,Black NH,35–64,56899
2011,6073,Black NH,65+,11613
2011,6073,Hispanic,0–18,355097
2011,6073,Hispanic,19–34,284668
2011,6073,Hispanic,35–64,326497
2011,6073,Hispanic,65+,57556
2011,6073,MR NH,0–18,45839
2011,6073,MR NH,19–34,27796
2011,6073,MR NH,35–64,22452
2011,6073,MR NH,65+,3664
2011,6073,NHPI NH,0–18,3182
2011,6073,NHPI NH,19–34,4075
2011,6073,NHPI NH,35–64,5520
2011,6073,NHPI NH,65+,1141
2011,6073,White NH,0–18,258976
2011,6073,White NH,19–34,355994
2011,6073,White NH,35–64,634122
2011,6073,White NH,65+,247092
2011,6075,AIAN NH,0–18,182
2011,6075,AIAN NH,19–34,576
2011,6075,AIAN NH,35–64,945
2011,6075,AIAN NH,65+,191
2011,6075,Asian NH,0–18,38954
2011,6075,Asian NH,19–34,68061
2011,6075,Asian NH,35–64,117689
2011,6075,Asian NH,65+,47913
2011,6075,Black NH,0–18,8123
2011,6075,Black NH,19–34,10722
2011,6075,Black NH,35–64,21186
2011,6075,Black NH,65+,7357
2011,6075,Hispanic,0–18,26785
2011,6075,Hispanic,19–34,41952
2011,6075,Hispanic,35–64,45357
2011,6075,Hispanic,65+,10365
2011,6075,MR NH,0–18,9589
2011,6075,MR NH,19–34,9170
2011,6075,MR NH,35–64,7353
2011,6075,MR NH,65+,1232
2011,6075,NHPI NH,0–18,894
2011,6075,NHPI NH,19–34,967
2011,6075,NHPI NH,35–64,1176
2011,6075,NHPI NH,65+,242
2011,6075,White NH,0–18,31693
2011,6075,White NH,19–34,110814
2011,6075,White NH,35–64,154346
2011,6075,White NH,65+,45344
2011,6077,AIAN NH,0–18,787
2011,6077,AIAN NH,19–34,682
2011,6077,AIAN NH,35–64,1461
2011,6077,AIAN NH,65+,341
2011,6077,Asian NH,0–18,28290
2011,6077,Asian NH,19–34,22908
2011,6077,Asian NH,35–64,38112
2011,6077,Asian NH,65+,10412
2011,6077,Black NH,0–18,15361
2011,6077,Black NH,19–34,10711
2011,6077,Black NH,35–64,19367
2011,6077,Black NH,65+,4220
2011,6077,Hispanic,0–18,109029
2011,6077,Hispanic,19–34,69943
2011,6077,Hispanic,35–64,83371
2011,6077,Hispanic,65+,14215
2011,6077,MR NH,0–18,10707
2011,6077,MR NH,19–34,4730
2011,6077,MR NH,35–64,5368
2011,6077,MR NH,65+,1029
2011,6077,NHPI NH,0–18,953
2011,6077,NHPI NH,19–34,880
2011,6077,NHPI NH,35–64,1405
2011,6077,NHPI NH,65+,224
2011,6077,White NH,0–18,48491
2011,6077,White NH,19–34,43494
2011,6077,White NH,35–64,106396
2011,6077,White NH,65+,42862
2011,6079,AIAN NH,0–18,229
2011,6079,AIAN NH,19–34,292
2011,6079,AIAN NH,35–64,681
2011,6079,AIAN NH,65+,190
2011,6079,Asian NH,0–18,1365
2011,6079,Asian NH,19–34,3104
2011,6079,Asian NH,35–64,3049
2011,6079,Asian NH,65+,1015
2011,6079,Black NH,0–18,494
2011,6079,Black NH,19–34,1563
2011,6079,Black NH,35–64,3060
2011,6079,Black NH,65+,273
2011,6079,Hispanic,0–18,19772
2011,6079,Hispanic,19–34,17417
2011,6079,Hispanic,35–64,18349
2011,6079,Hispanic,65+,3133
2011,6079,MR NH,0–18,2420
2011,6079,MR NH,19–34,2335
2011,6079,MR NH,35–64,1754
2011,6079,MR NH,65+,415
2011,6079,NHPI NH,0–18,63
2011,6079,NHPI NH,19–34,123
2011,6079,NHPI NH,35–64,151
2011,6079,NHPI NH,65+,17
2011,6079,White NH,0–18,30749
2011,6079,White NH,19–34,44565
2011,6079,White NH,35–64,77785
2011,6079,White NH,65+,37330
2011,6081,AIAN NH,0–18,235
2011,6081,AIAN NH,19–34,229
2011,6081,AIAN NH,35–64,564
2011,6081,AIAN NH,65+,143
2011,6081,Asian NH,0–18,36557
2011,6081,Asian NH,19–34,40821
2011,6081,Asian NH,35–64,86936
2011,6081,Asian NH,65+,22189
2011,6081,Black NH,0–18,3526
2011,6081,Black NH,19–34,3929
2011,6081,Black NH,35–64,8438
2011,6081,Black NH,65+,3149
2011,6081,Hispanic,0–18,57717
2011,6081,Hispanic,19–34,50520
2011,6081,Hispanic,35–64,61798
2011,6081,Hispanic,65+,11365
2011,6081,MR NH,0–18,12524
2011,6081,MR NH,19–34,5024
2011,6081,MR NH,35–64,6191
2011,6081,MR NH,65+,1185
2011,6081,NHPI NH,0–18,3014
2011,6081,NHPI NH,19–34,2705
2011,6081,NHPI NH,35–64,3853
2011,6081,NHPI NH,65+,883
2011,6081,White NH,0–18,55525
2011,6081,White NH,19–34,44371
2011,6081,White NH,35–64,146034
2011,6081,White NH,65+,60144
2011,6083,AIAN NH,0–18,348
2011,6083,AIAN NH,19–34,437
2011,6083,AIAN NH,35–64,836
2011,6083,AIAN NH,65+,236
2011,6083,Asian NH,0–18,3347
2011,6083,Asian NH,19–34,7871
2011,6083,Asian NH,35–64,7124
2011,6083,Asian NH,65+,2154
2011,6083,Black NH,0–18,1264
2011,6083,Black NH,19–34,2154
2011,6083,Black NH,35–64,2990
2011,6083,Black NH,65+,867
2011,6083,Hispanic,0–18,65765
2011,6083,Hispanic,19–34,55160
2011,6083,Hispanic,35–64,55225
2011,6083,Hispanic,65+,9700
2011,6083,MR NH,0–18,3485
2011,6083,MR NH,19–34,3341
2011,6083,MR NH,35–64,2109
2011,6083,MR NH,65+,473
2011,6083,NHPI NH,0–18,124
2011,6083,NHPI NH,19–34,226
2011,6083,NHPI NH,35–64,291
2011,6083,NHPI NH,65+,63
2011,6083,White NH,0–18,30952
2011,6083,White NH,19–34,47505
2011,6083,White NH,35–64,80102
2011,6083,White NH,65+,41522
2011,6085,AIAN NH,0–18,989
2011,6085,AIAN NH,19–34,928
2011,6085,AIAN NH,35–64,1813
2011,6085,AIAN NH,65+,414
2011,6085,Asian NH,0–18,141183
2011,6085,Asian NH,19–34,136481
2011,6085,Asian NH,35–64,264227
2011,6085,Asian NH,65+,58427
2011,6085,Black NH,0–18,9385
2011,6085,Black NH,19–34,11815
2011,6085,Black NH,35–64,18516
2011,6085,Black NH,65+,3733
2011,6085,Hispanic,0–18,165337
2011,6085,Hispanic,19–34,133447
2011,6085,Hispanic,35–64,154429
2011,6085,Hispanic,65+,26105
2011,6085,MR NH,0–18,26535
2011,6085,MR NH,19–34,12120
2011,6085,MR NH,35–64,12549
2011,6085,MR NH,65+,2203
2011,6085,NHPI NH,0–18,1639
2011,6085,NHPI NH,19–34,1796
2011,6085,NHPI NH,35–64,2639
2011,6085,NHPI NH,65+,510
2011,6085,White NH,0–18,110667
2011,6085,White NH,19–34,114117
2011,6085,White NH,35–64,291742
2011,6085,White NH,65+,111581
2011,6087,AIAN NH,0–18,165
2011,6087,AIAN NH,19–34,239
2011,6087,AIAN NH,35–64,497
2011,6087,AIAN NH,65+,113
2011,6087,Asian NH,0–18,1454
2011,6087,Asian NH,19–34,4318
2011,6087,Asian NH,35–64,4171
2011,6087,Asian NH,65+,1201
2011,6087,Black NH,0–18,421
2011,6087,Black NH,19–34,743
2011,6087,Black NH,35–64,1010
2011,6087,Black NH,65+,187
2011,6087,Hispanic,0–18,30259
2011,6087,Hispanic,19–34,25890
2011,6087,Hispanic,35–64,27292
2011,6087,Hispanic,65+,4079
2011,6087,MR NH,0–18,2803
2011,6087,MR NH,19–34,2503
2011,6087,MR NH,35–64,1960
2011,6087,MR NH,65+,331
2011,6087,NHPI NH,0–18,42
2011,6087,NHPI NH,19–34,88
2011,6087,NHPI NH,35–64,152
2011,6087,NHPI NH,65+,25
2011,6087,White NH,0–18,24884
2011,6087,White NH,19–34,33885
2011,6087,White NH,35–64,72682
2011,6087,White NH,65+,24538
2011,6089,AIAN NH,0–18,1257
2011,6089,AIAN NH,19–34,900
2011,6089,AIAN NH,35–64,1672
2011,6089,AIAN NH,65+,424
2011,6089,Asian NH,0–18,1179
2011,6089,Asian NH,19–34,1281
2011,6089,Asian NH,35–64,1606
2011,6089,Asian NH,65+,416
2011,6089,Black NH,0–18,473
2011,6089,Black NH,19–34,358
2011,6089,Black NH,35–64,515
2011,6089,Black NH,65+,135
2011,6089,Hispanic,0–18,6562
2011,6089,Hispanic,19–34,4072
2011,6089,Hispanic,35–64,5099
2011,6089,Hispanic,65+,1100
2011,6089,MR NH,0–18,2638
2011,6089,MR NH,19–34,1285
2011,6089,MR NH,35–64,1764
2011,6089,MR NH,65+,446
2011,6089,NHPI NH,0–18,65
2011,6089,NHPI NH,19–34,67
2011,6089,NHPI NH,35–64,85
2011,6089,NHPI NH,65+,28
2011,6089,White NH,0–18,30104
2011,6089,White NH,19–34,26134
2011,6089,White NH,35–64,60475
2011,6089,White NH,65+,28204
2011,6091,AIAN NH,0–18,5
2011,6091,AIAN NH,19–34,10
2011,6091,AIAN NH,35–64,17
2011,6091,AIAN NH,65+,11
2011,6091,Asian NH,0–18,0
2011,6091,Asian NH,19–34,5
2011,6091,Asian NH,35–64,4
2011,6091,Asian NH,65+,3
2011,6091,Black NH,0–18,1
2011,6091,Black NH,19–34,0
2011,6091,Black NH,35–64,3
2011,6091,Black NH,65+,1
2011,6091,Hispanic,0–18,85
2011,6091,Hispanic,19–34,44
2011,6091,Hispanic,35–64,114
2011,6091,Hispanic,65+,40
2011,6091,MR NH,0–18,22
2011,6091,MR NH,19–34,11
2011,6091,MR NH,35–64,19
2011,6091,MR NH,65+,4
2011,6091,NHPI NH,19–34,1
2011,6091,NHPI NH,35–64,2
2011,6091,NHPI NH,65+,0
2011,6091,White NH,0–18,462
2011,6091,White NH,19–34,320
2011,6091,White NH,35–64,1384
2011,6091,White NH,65+,669
2011,6093,AIAN NH,0–18,451
2011,6093,AIAN NH,19–34,327
2011,6093,AIAN NH,35–64,617
2011,6093,AIAN NH,65+,199
2011,6093,Asian NH,0–18,114
2011,6093,Asian NH,19–34,122
2011,6093,Asian NH,35–64,268
2011,6093,Asian NH,65+,62
2011,6093,Black NH,0–18,114
2011,6093,Black NH,19–34,132
2011,6093,Black NH,35–64,216
2011,6093,Black NH,65+,95
2011,6093,Hispanic,0–18,1853
2011,6093,Hispanic,19–34,1066
2011,6093,Hispanic,35–64,1534
2011,6093,Hispanic,65+,399
2011,6093,MR NH,0–18,761
2011,6093,MR NH,19–34,336
2011,6093,MR NH,35–64,587
2011,6093,MR NH,65+,196
2011,6093,NHPI NH,0–18,23
2011,6093,NHPI NH,19–34,22
2011,6093,NHPI NH,35–64,27
2011,6093,NHPI NH,65+,2
2011,6093,White NH,0–18,6521
2011,6093,White NH,19–34,5063
2011,6093,White NH,35–64,15655
2011,6093,White NH,65+,8150
2011,6095,AIAN NH,0–18,369
2011,6095,AIAN NH,19–34,410
2011,6095,AIAN NH,35–64,915
2011,6095,AIAN NH,65+,227
2011,6095,Asian NH,0–18,12527
2011,6095,Asian NH,19–34,12657
2011,6095,Asian NH,35–64,26850
2011,6095,Asian NH,65+,8617
2011,6095,Black NH,0–18,14659
2011,6095,Black NH,19–34,13013
2011,6095,Black NH,35–64,25665
2011,6095,Black NH,65+,6026
2011,6095,Hispanic,0–18,38195
2011,6095,Hispanic,19–34,27312
2011,6095,Hispanic,35–64,32770
2011,6095,Hispanic,65+,5312
2011,6095,MR NH,0–18,10587
2011,6095,MR NH,19–34,4980
2011,6095,MR NH,35–64,4957
2011,6095,MR NH,65+,808
2011,6095,NHPI NH,0–18,774
2011,6095,NHPI NH,19–34,851
2011,6095,NHPI NH,35–64,1429
2011,6095,NHPI NH,65+,345
2011,6095,White NH,0–18,29888
2011,6095,White NH,19–34,31534
2011,6095,White NH,35–64,77535
2011,6095,White NH,65+,27712
2011,6097,AIAN NH,0–18,878
2011,6097,AIAN NH,19–34,826
2011,6097,AIAN NH,35–64,1585
2011,6097,AIAN NH,65+,379
2011,6097,Asian NH,0–18,3797
2011,6097,Asian NH,19–34,4082
2011,6097,Asian NH,35–64,8754
2011,6097,Asian NH,65+,2165
2011,6097,Black NH,0–18,1622
2011,6097,Black NH,19–34,1724
2011,6097,Black NH,35–64,2949
2011,6097,Black NH,65+,610
2011,6097,Hispanic,0–18,46020
2011,6097,Hispanic,19–34,34823
2011,6097,Hispanic,35–64,38085
2011,6097,Hispanic,65+,5088
2011,6097,MR NH,0–18,6095
2011,6097,MR NH,19–34,3412
2011,6097,MR NH,35–64,3892
2011,6097,MR NH,65+,735
2011,6097,NHPI NH,0–18,316
2011,6097,NHPI NH,19–34,335
2011,6097,NHPI NH,35–64,704
2011,6097,NHPI NH,65+,150
2011,6097,White NH,0–18,54083
2011,6097,White NH,19–34,56346
2011,6097,White NH,35–64,146942
2011,6097,White NH,65+,61136
2011,6099,AIAN NH,0–18,586
2011,6099,AIAN NH,19–34,569
2011,6099,AIAN NH,35–64,1385
2011,6099,AIAN NH,65+,369
2011,6099,Asian NH,0–18,6681
2011,6099,Asian NH,19–34,6231
2011,6099,Asian NH,35–64,10625
2011,6099,Asian NH,65+,2608
2011,6099,Black NH,0–18,3917
2011,6099,Black NH,19–34,3131
2011,6099,Black NH,35–64,5176
2011,6099,Black NH,65+,1047
2011,6099,Hispanic,0–18,88130
2011,6099,Hispanic,19–34,57497
2011,6099,Hispanic,35–64,67396
2011,6099,Hispanic,65+,11018
2011,6099,MR NH,0–18,6002
2011,6099,MR NH,19–34,3101
2011,6099,MR NH,35–64,3836
2011,6099,MR NH,65+,929
2011,6099,NHPI NH,0–18,826
2011,6099,NHPI NH,19–34,869
2011,6099,NHPI NH,35–64,1336
2011,6099,NHPI NH,65+,245
2011,6099,White NH,0–18,50040
2011,6099,White NH,19–34,45846
2011,6099,White NH,35–64,100225
2011,6099,White NH,65+,39720
2011,6101,AIAN NH,0–18,249
2011,6101,AIAN NH,19–34,195
2011,6101,AIAN NH,35–64,399
2011,6101,AIAN NH,65+,88
2011,6101,Asian NH,0–18,3624
2011,6101,Asian NH,19–34,3136
2011,6101,Asian NH,35–64,5273
2011,6101,Asian NH,65+,1795
2011,6101,Black NH,0–18,440
2011,6101,Black NH,19–34,407
2011,6101,Black NH,35–64,705
2011,6101,Black NH,65+,179
2011,6101,Hispanic,0–18,11240
2011,6101,Hispanic,19–34,7454
2011,6101,Hispanic,35–64,8341
2011,6101,Hispanic,65+,1472
2011,6101,MR NH,0–18,1316
2011,6101,MR NH,19–34,614
2011,6101,MR NH,35–64,721
2011,6101,MR NH,65+,180
2011,6101,NHPI NH,0–18,64
2011,6101,NHPI NH,19–34,66
2011,6101,NHPI NH,35–64,127
2011,6101,NHPI NH,65+,20
2011,6101,White NH,0–18,10356
2011,6101,White NH,19–34,8485
2011,6101,White NH,35–64,19180
2011,6101,White NH,65+,8402
2011,6103,AIAN NH,0–18,328
2011,6103,AIAN NH,19–34,240
2011,6103,AIAN NH,35–64,501
2011,6103,AIAN NH,65+,154
2011,6103,Asian NH,0–18,160
2011,6103,Asian NH,19–34,115
2011,6103,Asian NH,35–64,274
2011,6103,Asian NH,65+,90
2011,6103,Black NH,0–18,102
2011,6103,Black NH,19–34,84
2011,6103,Black NH,35–64,134
2011,6103,Black NH,65+,39
2011,6103,Hispanic,0–18,6161
2011,6103,Hispanic,19–34,3540
2011,6103,Hispanic,35–64,4299
2011,6103,Hispanic,65+,753
2011,6103,MR NH,0–18,620
2011,6103,MR NH,19–34,323
2011,6103,MR NH,35–64,551
2011,6103,MR NH,65+,153
2011,6103,NHPI NH,0–18,10
2011,6103,NHPI NH,19–34,17
2011,6103,NHPI NH,35–64,30
2011,6103,NHPI NH,65+,7
2011,6103,White NH,0–18,9481
2011,6103,White NH,19–34,7285
2011,6103,White NH,35–64,18677
2011,6103,White NH,65+,9123
2011,6105,AIAN NH,0–18,129
2011,6105,AIAN NH,19–34,89
2011,6105,AIAN NH,35–64,257
2011,6105,AIAN NH,65+,85
2011,6105,Asian NH,0–18,36
2011,6105,Asian NH,19–34,37
2011,6105,Asian NH,35–64,72
2011,6105,Asian NH,65+,30
2011,6105,Black NH,0–18,6
2011,6105,Black NH,19–34,18
2011,6105,Black NH,35–64,18
2011,6105,Black NH,65+,6
2011,6105,Hispanic,0–18,362
2011,6105,Hispanic,19–34,206
2011,6105,Hispanic,35–64,336
2011,6105,Hispanic,65+,90
2011,6105,MR NH,0–18,184
2011,6105,MR NH,19–34,94
2011,6105,MR NH,35–64,232
2011,6105,MR NH,65+,79
2011,6105,NHPI NH,0–18,7
2011,6105,NHPI NH,19–34,2
2011,6105,NHPI NH,35–64,7
2011,6105,NHPI NH,65+,0
2011,6105,White NH,0–18,1913
2011,6105,White NH,19–34,1556
2011,6105,White NH,35–64,5403
2011,6105,White NH,65+,2623
2011,6107,AIAN NH,0–18,1002
2011,6107,AIAN NH,19–34,731
2011,6107,AIAN NH,35–64,1339
2011,6107,AIAN NH,65+,310
2011,6107,Asian NH,0–18,3971
2011,6107,Asian NH,19–34,3392
2011,6107,Asian NH,35–64,5453
2011,6107,Asian NH,65+,1701
2011,6107,Black NH,0–18,1647
2011,6107,Black NH,19–34,1376
2011,6107,Black NH,35–64,2094
2011,6107,Black NH,65+,462
2011,6107,Hispanic,0–18,113759
2011,6107,Hispanic,19–34,70859
2011,6107,Hispanic,35–64,79377
2011,6107,Hispanic,65+,13368
2011,6107,MR NH,0–18,2563
2011,6107,MR NH,19–34,1197
2011,6107,MR NH,35–64,1679
2011,6107,MR NH,65+,456
2011,6107,NHPI NH,0–18,128
2011,6107,NHPI NH,19–34,108
2011,6107,NHPI NH,35–64,144
2011,6107,NHPI NH,65+,22
2011,6107,White NH,0–18,30012
2011,6107,White NH,19–34,25286
2011,6107,White NH,35–64,58734
2011,6107,White NH,65+,26102
2011,6109,AIAN NH,0–18,180
2011,6109,AIAN NH,19–34,161
2011,6109,AIAN NH,35–64,399
2011,6109,AIAN NH,65+,108
2011,6109,Asian NH,0–18,119
2011,6109,Asian NH,19–34,110
2011,6109,Asian NH,35–64,269
2011,6109,Asian NH,65+,73
2011,6109,Black NH,0–18,61
2011,6109,Black NH,19–34,461
2011,6109,Black NH,35–64,633
2011,6109,Black NH,65+,32
2011,6109,Hispanic,0–18,1643
2011,6109,Hispanic,19–34,1763
2011,6109,Hispanic,35–64,2238
2011,6109,Hispanic,65+,538
2011,6109,MR NH,0–18,515
2011,6109,MR NH,19–34,283
2011,6109,MR NH,35–64,488
2011,6109,MR NH,65+,134
2011,6109,NHPI NH,0–18,19
2011,6109,NHPI NH,19–34,13
2011,6109,NHPI NH,35–64,30
2011,6109,NHPI NH,65+,5
2011,6109,White NH,0–18,7722
2011,6109,White NH,19–34,6940
2011,6109,White NH,35–64,19570
2011,6109,White NH,65+,10846
2011,6111,AIAN NH,0–18,495
2011,6111,AIAN NH,19–34,534
2011,6111,AIAN NH,35–64,1104
2011,6111,AIAN NH,65+,298
2011,6111,Asian NH,0–18,12344
2011,6111,Asian NH,19–34,10485
2011,6111,Asian NH,35–64,26327
2011,6111,Asian NH,65+,7222
2011,6111,Black NH,0–18,2928
2011,6111,Black NH,19–34,3142
2011,6111,Black NH,35–64,5929
2011,6111,Black NH,65+,1402
2011,6111,Hispanic,0–18,120445
2011,6111,Hispanic,19–34,91455
2011,6111,Hispanic,35–64,109308
2011,6111,Hispanic,65+,19154
2011,6111,MR NH,0–18,9159
2011,6111,MR NH,19–34,4338
2011,6111,MR NH,35–64,5182
2011,6111,MR NH,65+,944
2011,6111,NHPI NH,0–18,288
2011,6111,NHPI NH,19–34,351
2011,6111,NHPI NH,35–64,639
2011,6111,NHPI NH,65+,134
2011,6111,White NH,0–18,78606
2011,6111,White NH,19–34,66992
2011,6111,White NH,35–64,182757
2011,6111,White NH,65+,70585
2011,6113,AIAN NH,0–18,234
2011,6113,AIAN NH,19–34,271
2011,6113,AIAN NH,35–64,495
2011,6113,AIAN NH,65+,118
2011,6113,Asian NH,0–18,4382
2011,6113,Asian NH,19–34,14099
2011,6113,Asian NH,35–64,6423
2011,6113,Asian NH,65+,1502
2011,6113,Black NH,0–18,1160
2011,6113,Black NH,19–34,1449
2011,6113,Black NH,35–64,1819
2011,6113,Black NH,65+,391
2011,6113,Hispanic,0–18,22158
2011,6113,Hispanic,19–34,18864
2011,6113,Hispanic,35–64,19111
2011,6113,Hispanic,65+,3517
2011,6113,MR NH,0–18,2865
2011,6113,MR NH,19–34,2504
2011,6113,MR NH,35–64,1407
2011,6113,MR NH,65+,269
2011,6113,NHPI NH,0–18,203
2011,6113,NHPI NH,19–34,281
2011,6113,NHPI NH,35–64,354
2011,6113,NHPI NH,65+,59
2011,6113,White NH,0–18,18343
2011,6113,White NH,19–34,27310
2011,6113,White NH,35–64,38802
2011,6113,White NH,65+,14364
2011,6115,AIAN NH,0–18,333
2011,6115,AIAN NH,19–34,292
2011,6115,AIAN NH,35–64,541
2011,6115,AIAN NH,65+,120
2011,6115,Asian NH,0–18,1626
2011,6115,Asian NH,19–34,1372
2011,6115,Asian NH,35–64,1442
2011,6115,Asian NH,65+,376
2011,6115,Black NH,0–18,625
2011,6115,Black NH,19–34,589
2011,6115,Black NH,35–64,798
2011,6115,Black NH,65+,163
2011,6115,Hispanic,0–18,8280
2011,6115,Hispanic,19–34,5058
2011,6115,Hispanic,35–64,5413
2011,6115,Hispanic,65+,891
2011,6115,MR NH,0–18,1526
2011,6115,MR NH,19–34,754
2011,6115,MR NH,35–64,817
2011,6115,MR NH,65+,143
2011,6115,NHPI NH,0–18,100
2011,6115,NHPI NH,19–34,69
2011,6115,NHPI NH,35–64,96
2011,6115,NHPI NH,65+,13
2011,6115,White NH,0–18,9796
2011,6115,White NH,19–34,8969
2011,6115,White NH,35–64,17146
2011,6115,White NH,65+,5792
2012,0000,AIAN NH,0–18,38710
2012,0000,AIAN NH,19–34,37490
2012,0000,AIAN NH,35–64,69446
2012,0000,AIAN NH,65+,18511
2012,0000,Asian NH,0–18,1054681
2012,0000,Asian NH,19–34,1218943
2012,0000,Asian NH,35–64,2255780
2012,0000,Asian NH,65+,651863
2012,0000,Black NH,0–18,542424
2012,0000,Black NH,19–34,530287
2012,0000,Black NH,35–64,899218
2012,0000,Black NH,65+,234505
2012,0000,Hispanic,0–18,5076928
2012,0000,Hispanic,19–34,3870008
2012,0000,Hispanic,35–64,4704735
2012,0000,Hispanic,65+,805687
2012,0000,MR NH,0–18,475058
2012,0000,MR NH,19–34,268051
2012,0000,MR NH,35–64,275687
2012,0000,MR NH,65+,58102
2012,0000,NHPI NH,0–18,34974
2012,0000,NHPI NH,19–34,37274
2012,0000,NHPI NH,35–64,53984
2012,0000,NHPI NH,65+,10849
2012,0000,White NH,0–18,2625279
2012,0000,White NH,19–34,2968524
2012,0000,White NH,35–64,6530466
2012,0000,White NH,65+,2708321
